City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,severo-kurilsk,50.6789,156.125,0.7,86,77,5.72,RU,1680566745
283,san cristobal,7.7669,-72.225,24.1,77,62,1.31,VE,1680566746
284,talaya,61.3833,152.75,-13.34,63,43,1.34,RU,1680566747
285,kieta,-6.2167,155.6333,29.83,67,90,1.91,PG,1680566747
286,college,64.8569,-147.8028,2.26,56,75,2.06,US,1680566748
287,tautira,-17.7333,-149.15,27.93,72,44,1.96,PF,1680566750
288,roseburg,43.2165,-123.3417,7.06,69,40,4.63,US,1680566750
289,lodeynoye pole,60.726,33.5531,-2.67,95,100,2.99,RU,1680566489
290,kemijarvi,66.7131,27.4306,-11.42,98,68,2.46,FI,1680566752
291,thompson,55.7435,-97.8558,-9.16,85,100,1.19,CA,1680566752
292,caravelas,-17.7125,-39.2481,25.25,72,100,3.98,BR,1680566753
293,cloquet,46.7216,-92.4594,2.1,77,100,0.0,US,1680566754
294,sakakah,29.9697,40.2064,17.52,21,0,3.53,SA,1680566755
295,palmas,-10.2128,-48.3603,22.99,93,95,0.9,BR,1680566756
296,raudeberg,61.9875,5.1352,4.37,71,49,5.41,NO,1680566757
297,hami,42.8,93.45,0.83,60,100,3.54,CN,1680566758
298,sabang,5.8933,95.3214,27.15,74,70,1.09,ID,1680566758
299,serenje,-13.2325,30.2352,15.58,99,59,2.04,ZM,1680566759
300,san quintin,30.4833,-115.95,13.62,59,5,11.15,MX,1680566760
301,batagay,67.6333,134.6333,-12.24,86,88,0.52,RU,1680566760
302,honiara,-9.4333,159.95,30.65,66,100,3.36,SB,1680566717
303,lukovetskiy,64.2956,41.9211,-8.13,94,90,2.71,RU,1680566761
304,havelock,34.8791,-76.9013,19.99,84,75,3.09,US,1680566762
305,chokwe,-24.5333,32.9833,21.69,76,10,2.01,MZ,1680566763
306,daru,-9.0763,143.2092,26.56,84,100,2.26,PG,1680566764
307,port lincoln,-34.7333,135.8667,20.95,49,68,2.41,AU,1680566764
308,grindavik,63.8424,-22.4338,8.26,100,100,11.32,IS,1680566765
309,bayan,46.0833,127.4,3.37,19,98,4.49,CN,1680566766
310,the valley,18.217,-63.0578,26.01,77,8,8.13,AI,1680566767
311,asfi,32.2994,-9.2372,15.93,89,20,4.6,MA,1680566767
312,kembe,4.6228,21.8865,21.41,86,90,1.48,CF,1680566768
313,guarapari,-20.6667,-40.4975,24.94,80,98,2.17,BR,1680566696
314,uyuni,-20.4597,-66.825,14.9,30,3,3.11,BO,1680566769
315,nuristan,35.3,70.8333,-5.34,96,100,0.73,AF,1680566770
316,sfantu gheorghe,45.8667,25.7833,4.59,87,100,5.02,RO,1680566698
317,briancon,44.9,6.65,1.64,95,82,1.38,FR,1680566771
318,horta,38.5333,-28.6333,12.79,81,81,2.24,PT,1680566772
319,vila franca do campo,37.7167,-25.4333,13.23,79,74,2.16,PT,1680566773
320,ahtopol,42.1,27.95,9.91,94,100,4.08,BG,1680566773
321,labuhan,-6.8844,112.2051,25.9,81,100,2.19,ID,1680566774
322,komsomolskiy,40.4272,71.7189,14.38,61,100,0.75,UZ,1680566775
323,visby,57.6409,18.296,-5.88,93,10,1.03,SE,1680566585
324,rio grande,-32.035,-52.0986,20.06,75,69,4.61,BR,1680566776
325,lincoln,40.8,-96.667,13.95,30,100,10.8,US,1680566777
326,mount gambier,-37.8333,140.7667,17.08,64,100,1.06,AU,1680566777
327,honningsvag,70.9821,25.9704,0.86,86,100,7.72,NO,1680566778
328,rawson,-43.3002,-65.1023,17.04,52,0,6.07,AR,1680566779
329,eureka,40.8021,-124.1637,9.03,74,66,2.24,US,1680566780
330,araouane,18.9048,-3.5265,25.8,7,0,2.82,ML,1680566780
331,manicore,-5.8092,-61.3003,23.31,92,34,0.56,BR,1680566781
332,henties bay,-22.116,14.2845,16.63,82,0,2.98,NA,1680566781
333,victoria,22.2855,114.1577,25.24,94,92,2.24,HK,1680566591
334,erenhot,43.6475,111.9767,-0.03,33,100,8.84,CN,1680566783
335,korla,41.7597,86.1469,-1.44,25,1,2.97,CN,1680566674
336,kasongo,-4.45,26.6667,19.87,97,100,1.02,CD,1680566785
337,price,39.5994,-110.8107,6.73,38,100,8.23,US,1680566786
338,shingu,33.7333,135.9833,16.02,71,70,1.28,JP,1680566537
339,surman,32.7567,12.5716,15.87,59,44,5.98,LY,1680566787
340,russell,32.3502,-85.1999,18.87,94,100,3.09,US,1680566788
341,rio tercero,-32.173,-64.1141,20.81,85,98,1.76,AR,1680566788
342,touros,-5.1989,-35.4608,26.03,77,74,3.49,BR,1680566790
343,kargasok,59.0556,80.8572,-1.29,97,100,4.28,RU,1680566791
344,katobu,-4.9408,122.5276,25.93,87,100,0.8,ID,1680566792
345,seddon,-37.8068,144.8916,24.28,74,20,9.26,AU,1680566792
346,springville,40.1652,-111.6107,2.62,88,100,6.69,US,1680566793
347,mitchell,43.7094,-98.0298,2.99,76,100,4.63,US,1680566794
348,skara,58.3866,13.4384,-0.7,88,100,0.89,SE,1680566794
349,sassandra,4.95,-6.0833,25.27,90,60,1.83,CI,1680566795
350,praia da vitoria,38.7333,-27.0667,13.75,82,79,4.07,PT,1680566796
351,diu,20.7141,70.9822,22.46,84,2,4.32,IN,1680566796
352,harper,4.375,-7.7169,26.13,87,70,1.66,LR,1680566797
353,kiruna,67.8557,20.2251,-5.49,80,23,3.6,SE,1680566798
354,pagegiai,55.1381,21.9089,-1.51,65,57,3.94,LT,1680566799
355,saint joseph,39.7686,-94.8466,18.21,52,0,5.14,US,1680566515
356,paris,48.8534,2.3488,6.88,67,0,4.63,FR,1680566800
357,lajkovac,44.3694,20.1653,-0.22,99,100,6.0,RS,1680566800
358,zhigansk,66.7697,123.3711,-10.82,97,100,3.53,RU,1680566801
359,itupiranga,-5.1347,-49.3267,22.15,95,99,0.65,BR,1680566801
360,malanje,-9.5402,16.341,17.68,98,96,0.8,AO,1680566802
361,pascagoula,30.3658,-88.5561,26.03,91,0,2.57,US,1680566803
362,congleton,53.1631,-2.2125,6.52,69,10,2.24,GB,1680566698
363,le port,-20.9373,55.2919,24.0,90,97,4.07,RE,1680566805
364,bubaque,11.2833,-15.8333,26.01,69,13,6.71,GW,1680566805
365,tigil,57.8,158.6667,-7.07,84,95,1.37,RU,1680566806
366,walvis bay,-22.9575,14.5053,17.0,77,0,2.6,NA,1680566807
367,nyuksenitsa,60.4128,44.2397,0.96,98,100,2.97,RU,1680566808
368,naze,28.3667,129.4833,17.86,60,74,9.88,JP,1680566619
369,srandakan,-7.9386,110.2506,24.85,85,100,1.32,ID,1680566808
370,cabedelo,-6.9811,-34.8339,26.48,78,30,4.35,BR,1680566568
371,vardo,70.3705,31.1107,-0.53,84,89,12.05,NO,1680566810
372,ucar,40.519,47.6542,11.1,70,84,1.75,AZ,1680566810
373,cabo san lucas,22.8909,-109.9124,29.61,53,100,6.69,MX,1680566811
374,cam ranh,11.9214,109.1591,25.98,83,20,0.0,VN,1680566812
375,zyryanka,65.75,150.85,-12.22,78,12,6.55,RU,1680566812
376,demirci,39.0461,28.6589,10.03,48,49,5.94,TR,1680566813
377,moen,69.1304,18.6123,2.4,87,75,2.06,NO,1680566813
378,tocopilla,-22.092,-70.1979,22.9,82,1,2.87,CL,1680566814
379,kropotkin,45.4375,40.5756,8.05,91,47,1.35,RU,1680566815
380,guatire,10.4762,-66.5427,21.75,97,38,1.41,VE,1680566816
381,santo antonio do ica,-3.1022,-67.9397,23.41,95,98,0.97,BR,1680566817
382,ternate,0.8,127.4,27.84,75,84,1.75,ID,1680566818
383,anadyr,64.75,177.4833,-22.72,84,20,3.0,RU,1680566819
384,aguada de pasajeros,22.385,-80.8508,25.86,61,2,2.08,CU,1680566819
385,nombre de jesus,15.35,-86.6833,24.96,70,5,1.53,HN,1680566821
386,taunton,51.0211,-3.1047,6.61,93,20,2.27,GB,1680566822
387,haines junction,60.7522,-137.5108,-1.47,57,6,2.11,CA,1680566823
388,pandan,14.0453,124.1694,25.79,72,98,5.73,PH,1680566824
389,santo angelo,-28.2992,-54.2631,20.23,26,52,1.65,BR,1680566825
390,kang,-23.6752,22.7876,19.75,38,12,3.74,BW,1680566826
391,iranshahr,27.2025,60.6848,17.19,39,0,2.06,IR,1680566827
392,yarim,14.298,44.3779,13.55,73,62,1.03,YE,1680566827
393,calvinia,-31.4707,19.776,14.05,60,22,1.16,ZA,1680566828
394,clyde river,70.4692,-68.5914,-24.7,89,6,2.78,CA,1680566548
395,natchez,31.5604,-91.4032,27.69,57,0,5.14,US,1680566830
396,destin,30.3935,-86.4958,24.87,91,100,5.36,US,1680566802
397,bathsheba,13.2167,-59.5167,26.34,73,75,7.72,BB,1680566831
398,terrace,54.5163,-128.6035,7.07,52,98,0.73,CA,1680566589
399,ouesso,1.6136,16.0517,21.37,98,99,2.01,CG,1680566833
400,constitucion,-35.3333,-72.4167,14.49,70,93,5.04,CL,1680566833
401,olavarria,-36.8927,-60.3225,19.59,60,98,2.31,AR,1680566834
402,kimparana,12.8347,-4.9244,29.12,9,3,3.56,ML,1680566834
403,dezful,32.3811,48.4058,16.06,49,0,0.8,IR,1680566835
404,atasu,48.6814,71.6433,0.95,43,11,6.35,KZ,1680566836
405,isilkul,54.9109,71.2728,-2.97,86,1,1.81,RU,1680566836
406,launceston,-41.45,147.1667,16.75,86,100,2.57,AU,1680566721
407,egvekinot,66.3167,-179.1667,-19.72,77,33,1.89,RU,1680566838
408,tuatapere,-46.1333,167.6833,17.18,55,76,1.14,NZ,1680566839
409,nchelenge,-9.3451,28.734,20.5,92,100,2.74,ZM,1680566840
410,mehamn,71.0357,27.8492,0.97,86,40,12.35,NO,1680566840
411,te anau,-45.4167,167.7167,16.31,56,22,0.49,NZ,1680566841
412,pierre,44.3683,-100.351,2.7,67,100,4.63,US,1680566842
413,erftstadt,50.8167,6.7667,3.62,60,9,1.54,DE,1680566842
414,sistranda,63.7256,8.834,3.98,82,99,6.66,NO,1680566843
415,jertih,5.7336,102.4897,23.66,89,99,1.85,MY,1680566711
416,okha,53.5739,142.9478,1.93,93,100,8.06,RU,1680566845
417,grand-santi,4.25,-54.3833,23.91,82,98,1.44,GF,1680566846
418,skibbereen,51.55,-9.2667,9.5,90,100,6.42,IE,1680566846
419,chuy,-33.6971,-53.4616,17.05,80,100,1.61,UY,1680566847
420,paramonga,-10.6667,-77.8333,25.27,81,77,3.69,PE,1680566847
421,ewo,-0.8725,14.8206,23.79,90,98,1.2,CG,1680566848
422,temir,49.1414,57.13,6.17,49,78,4.89,KZ,1680566849
423,oblivskaya,48.5362,42.5014,8.54,94,40,3.1,RU,1680566850
424,comodoro rivadavia,-45.8667,-67.5,17.92,32,0,2.06,AR,1680566850
425,pisco,-13.7,-76.2167,24.03,88,0,6.69,PE,1680566852
426,half moon bay,37.4636,-122.4286,14.03,58,0,12.86,US,1680566852
427,puerto colombia,10.9878,-74.9547,26.05,88,7,12.47,CO,1680566853
428,nouna,12.7333,-3.8667,28.9,8,8,4.21,BF,1680566854
429,aviles,43.5547,-5.9248,11.88,83,100,5.66,ES,1680566854
430,jinchang,38.4953,102.1739,1.46,69,80,4.05,CN,1680566855
431,basco,20.4487,121.9702,24.0,64,9,8.61,PH,1680566855
432,tateyama,34.9833,139.8667,13.03,55,0,3.72,JP,1680566856
433,minab,27.1467,57.0801,19.73,70,0,1.33,IR,1680566857
434,jodar,37.8406,-3.3526,13.05,29,93,1.34,ES,1680566859
435,ajaccio,42.0,8.9167,8.03,81,0,3.09,FR,1680566828
436,tynne,50.6015,26.1849,-1.8,89,94,2.86,UA,1680566860
437,leninskoye,41.7589,69.3864,9.22,85,97,1.86,KZ,1680566861
438,liverpool,53.4106,-2.9779,6.97,78,0,3.09,GB,1680566862
439,riyadh,24.6877,46.7219,15.08,21,3,1.27,SA,1680566782
440,kandrian,-6.2167,149.55,27.65,82,99,2.73,PG,1680566863
441,manaus,-3.1019,-60.025,24.4,91,74,0.98,BR,1680566594
442,neon karlovasion,37.7903,26.7044,15.87,84,85,11.19,GR,1680566864
443,brigantine,39.4101,-74.3646,12.11,83,0,5.14,US,1680566865
444,cap malheureux,-19.9842,57.6142,24.7,78,85,0.89,MU,1680566865
445,wawa,9.9022,4.4192,30.87,26,30,2.3,NG,1680566866
446,pilar,-9.5972,-35.9567,23.97,83,97,0.95,BR,1680566867
447,gushikawa,26.3544,127.8686,21.57,59,49,8.72,JP,1680566868
448,ishigaki,24.3448,124.1572,22.47,65,70,9.19,JP,1680566844
449,salvador,13.8333,-88.9167,26.22,43,22,3.08,SV,1680566870
450,kaeo,-35.1,173.7833,23.51,60,46,1.86,NZ,1680566870
451,yeppoon,-23.1333,150.7333,24.88,73,31,3.99,AU,1680566871
452,beisfjord,68.3751,17.5988,3.91,91,100,2.84,NO,1680566874
453,omsukchan,62.5333,155.8,-14.49,75,15,2.64,RU,1680566875
454,amuntai,-2.4177,115.2494,23.04,98,100,0.4,ID,1680566876
455,sao jose da coroa grande,-8.8978,-35.1478,25.94,78,85,2.64,BR,1680566876
456,ostersund,63.1792,14.6357,0.9,93,99,16.09,SE,1680566877
457,huai yot,7.7893,99.6348,23.79,88,96,0.53,TH,1680566877
458,ailigandi,9.2333,-78.0167,26.19,90,46,5.09,PA,1680566878
459,roma,43.2128,-75.4557,10.4,71,100,0.0,US,1680566831
460,kiama,-34.6833,150.8667,23.47,74,27,1.3,AU,1680566879
461,jonesboro,35.8423,-90.7043,21.9,88,75,5.47,US,1680566803
462,tura,25.5198,90.2201,19.21,75,60,1.6,IN,1680566881
463,gornyy,55.1153,83.9059,-4.87,85,100,4.01,RU,1680566882
464,nanlong,31.3533,106.0631,12.05,71,91,1.51,CN,1680566882
465,quesnel,52.9999,-122.5029,5.09,57,39,1.17,CA,1680566883
466,ahipara,-35.1667,173.1667,19.89,51,46,5.18,NZ,1680566885
467,poum,-20.2333,164.0167,27.88,78,63,6.68,NC,1680566885
468,rapid valley,44.0625,-103.1463,1.54,89,100,0.89,US,1680566886
469,hobyo,5.3505,48.5268,28.13,68,37,5.18,SO,1680566887
470,anchorage,61.2181,-149.9003,3.96,50,100,2.06,US,1680566669
471,general roca,-39.0333,-67.5833,19.82,31,0,1.77,AR,1680566888
472,ulladulla,-35.35,150.4667,20.98,56,36,1.67,AU,1680566218
473,ndola,-12.9587,28.6366,17.21,98,100,1.91,ZM,1680566802
474,champasak,14.75,106.0,25.5,69,8,2.04,LA,1680566891
475,rewari,28.1833,76.6167,21.02,56,57,1.96,IN,1680566606
476,machaneng,-23.1862,27.4886,21.5,51,7,1.24,BW,1680566892
477,diffa,13.3154,12.6113,26.57,8,25,3.32,NE,1680566893
478,taltal,-25.4,-70.4833,21.16,86,48,2.23,CL,1680566893
479,isla mujeres,21.2311,-86.731,27.03,78,33,4.85,MX,1680566894
480,ploemeur,47.7333,-3.4333,8.3,88,0,2.57,FR,1680566895
481,san patricio,28.017,-97.5169,28.99,71,93,7.5,US,1680566896
482,uspenka,48.3903,39.1619,8.35,90,90,4.28,UA,1680566896
483,tazovskiy,67.4667,78.7,-18.72,93,67,8.92,RU,1680566897
484,turkistan,43.0,68.0,11.86,41,100,2.01,KZ,1680566897
485,guiglo,6.5456,-7.4966,23.05,96,99,0.93,CI,1680566899
486,ambon,-3.6954,128.1814,24.08,94,40,0.51,ID,1680566900
487,angoche,-16.2325,39.9086,23.67,84,20,3.23,MZ,1680566900
488,nizhnevartovsk,60.9344,76.5531,-3.99,68,0,4.0,RU,1680566901
489,fare,-16.7,-151.0167,27.65,74,49,3.55,PF,1680566903
490,bereda,43.2686,-7.5406,6.75,100,100,1.34,ES,1680566904
491,camana,-16.6228,-72.7111,24.01,85,54,1.75,PE,1680566905
492,dryden,49.7833,-92.7503,-4.77,85,100,4.08,CA,1680566905
493,benemerito de las americas,16.5167,-90.6439,28.57,44,13,1.09,MX,1680566906
494,dongsheng,39.8161,109.9776,-0.33,99,100,5.71,CN,1680566907
495,deniliquin,-35.5333,144.9667,23.33,41,18,2.96,AU,1680566908
496,brufut,13.3814,-16.7518,21.85,85,3,3.79,GM,1680566908
497,port-gentil,-0.7193,8.7815,27.26,79,100,3.44,GA,1680566909
498,limoux,42.9167,2.1667,6.95,68,89,3.69,FR,1680566909
499,sao miguel,-5.4667,-35.3667,26.13,77,59,4.01,BR,1680566910
500,santa cruz de la palma,28.6835,-17.7642,20.08,73,0,9.77,ES,1680566911
501,bac lieu,9.285,105.7244,27.58,71,56,3.05,VN,1680566880
502,saint-augustin,51.226,-58.6502,-2.23,79,12,2.62,CA,1680566912
503,methoni,36.8197,21.7049,12.34,76,99,6.94,GR,1680566913
504,oyama,36.3,139.8,12.55,42,0,0.3,JP,1680566913
505,ambilobe,-13.2,49.05,22.38,97,43,1.51,MG,1680566914
506,puqi,29.7167,113.8833,13.07,94,100,3.37,CN,1680566914
507,marsa matruh,31.3525,27.2453,17.17,80,4,8.21,EG,1680566915
508,bandrele,-12.9067,45.1914,27.86,78,0,2.57,YT,1680566916
509,asau,46.4333,26.4,1.51,91,100,3.1,RO,1680566917
510,soe,-9.8607,124.284,22.35,78,99,1.46,ID,1680566829
511,carutapera,-1.195,-46.02,23.29,95,100,1.5,BR,1680566918
512,lewisporte,49.2499,-55.0482,-2.81,84,73,4.53,CA,1680566918
513,pak phanang,8.3511,100.202,25.53,79,70,2.38,TH,1680566919
514,pinega,64.7001,43.3936,-13.6,98,66,1.67,RU,1680566920
515,candelaria,13.9311,121.4233,24.1,80,73,3.27,PH,1680566920
516,puerto escondido,15.85,-97.0667,29.46,70,40,3.6,MX,1680566921
517,kahului,20.8947,-156.47,27.01,71,40,7.2,US,1680566921
518,ouadda,8.0777,22.4007,22.69,19,38,1.99,CF,1680566922
519,lundazi,-12.2929,33.1782,16.61,97,30,2.32,ZM,1680566923
520,callaway,30.153,-85.5699,24.03,93,73,3.13,US,1680566924
521,oum hadjer,13.2954,19.6966,29.65,16,76,4.04,TD,1680566924
522,brokopondo,4.75,-55.1667,26.53,69,57,5.07,SR,1680566925
523,chase,50.8165,-119.6857,8.42,56,99,1.14,CA,1680566925
524,polunochnoye,60.8697,60.4153,-2.48,96,100,3.14,RU,1680566926
525,togur,58.3631,82.8265,-0.03,99,100,2.13,RU,1680566927
526,peschanokopskoye,46.1961,41.0775,7.49,93,53,2.81,RU,1680566927
527,sao gabriel da cachoeira,-0.1303,-67.0892,23.64,94,84,0.79,BR,1680566928
528,gambela,8.25,34.5833,26.26,36,47,1.33,ET,1680566928
529,ouro fino,-22.2831,-46.3692,17.05,92,4,1.24,BR,1680566929
530,baghdad,33.3406,44.4009,17.4,48,0,2.48,IQ,1680566832
531,chippewa falls,44.9369,-91.3929,7.1,56,0,2.57,US,1680566931
532,port shepstone,-30.7414,30.455,19.66,71,79,6.06,ZA,1680566771
533,new bern,35.1085,-77.0441,18.89,72,100,0.0,US,1680566932
534,ola,59.5833,151.2833,-4.92,70,15,2.7,RU,1680566932
535,sorland,67.667,12.6934,2.92,87,94,4.22,NO,1680566933
536,isangel,-19.55,169.2667,29.72,67,34,2.98,VU,1680566934
537,caronport,50.4501,-105.8179,-7.32,94,100,3.14,CA,1680566935
538,kolokani,13.5728,-8.0339,26.96,8,0,3.85,ML,1680566936
539,sudbury,46.49,-80.99,0.63,97,57,1.81,CA,1680566936
540,banjar,-8.19,114.9675,24.69,90,100,1.8,ID,1680566937
541,rundu,-17.9333,19.7667,19.36,60,25,0.86,NA,1680566937
542,tigre,-34.426,-58.5796,20.14,83,0,1.03,AR,1680566938
543,renala khurd,30.8833,73.6,15.95,81,67,2.25,PK,1680566938
544,juterbog,51.9833,13.0833,1.02,81,17,4.47,DE,1680566939
545,gat,31.61,34.7642,17.12,28,0,4.21,IL,1680566712
546,mariental,-24.6333,17.9667,19.39,18,3,4.1,NA,1680566942
547,doka,13.5167,35.7667,26.98,15,14,3.97,SD,1680566943
548,mugan,35.9404,101.3842,1.94,70,53,1.32,CN,1680566944
549,tabou,4.423,-7.3528,25.85,89,61,1.59,CI,1680566946
550,dhidhdhoo,6.8833,73.1,27.81,68,89,2.31,MV,1680566947
551,aljezur,37.3191,-8.8033,13.9,92,100,5.85,PT,1680566948
552,dawlatabad,36.4141,64.9053,11.39,73,1,2.88,AF,1680566949
553,matagami,49.7502,-77.6328,-4.94,86,100,6.69,CA,1680566950
554,marawi,7.9986,124.2928,22.82,78,42,1.29,PH,1680566950
555,waqqas,32.5427,35.6053,19.38,30,1,2.49,JO,1680566951
556,kozhva,65.1073,57.0459,-18.84,95,5,1.24,RU,1680566952
557,sovetskiy,61.3614,63.5842,-4.63,94,99,3.63,RU,1680566953
558,collie,-33.3667,116.15,14.45,82,17,2.49,AU,1680566953
559,arua,3.0201,30.9111,17.63,82,100,2.67,UG,1680566954
560,andros town,24.7,-77.7667,25.81,70,6,4.5,BS,1680566955
561,foki,56.693,54.3499,3.14,86,86,1.74,RU,1680566956
562,motygino,58.1831,94.7592,-1.01,97,100,4.29,RU,1680566957
563,doha,25.2867,51.5333,20.99,52,0,5.14,QA,1680566723
564,sioux lookout,50.1001,-91.917,-6.1,83,100,3.78,CA,1680566959
